player_id,player_code,web_name,first_name,second_name,team_id,team_code,team_name,team_short_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,points_per_game,expected_points_this_gameweek,expected_points_next_gameweek,value_form,value_season,total_points,event_points,dreamteam_count,in_dreamteam,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,penalties_text,direct_free_kicks_order,direct_free_kicks_text,corners_and_indirect_free_kicks_order,corners_and_indirect_free_kicks_text
263,560552,Kevin,Kevin,Santos Lopes de Macedo,10,54,Fulham,FUL,Midfielder,5.4,0.0,-0.1,a,,,,,0.0,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,24,0,0,0,0,0,0,0,4,0.00,0.05,0.05,0.20,3,0,1,2,5.2,3.4,0.0,0.8,37,67,1009,2271,,,,,,
264,477555,Bobb,Oscar,Bobb,10,54,Fulham,FUL,Midfielder,5.5,0.0,0.0,a,,,,,0.3,1.7,2.5,1.7,1.7,0.3,0.9,5,0,0,False,133,2,0,0,1,3,0,0,18,0.00,0.27,0.27,2.47,11,2,4,5,16.8,26.2,12.0,5.5,232,326,9387,9318,,,,,,
265,207189,Berge,Sander,Berge,10,54,Fulham,FUL,Midfielder,5.0,0.0,0.0,a,,,,,0.3,1.3,2.0,1.3,1.3,0.3,0.8,4,0,0,False,154,2,0,0,0,4,0,0,28,0.03,0.23,0.26,4.06,6,1,4,1,19.6,51.0,9.0,8.0,87,236,3427,8753,,,,,,
266,76357,Cairney,Tom,Cairney,10,54,Fulham,FUL,Midfielder,5.0,0.0,0.0,i,Knee injury - Expected back 10 Oct,2026-08-14T18:00:06.460944Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2,5,38,202,,,,,,
268,577725,King,Josh,King,10,54,Fulham,FUL,Midfielder,5.5,0.0,0.0,a,,,,,0.7,3.0,4.5,3.0,3.0,0.5,1.6,9,0,0,False,180,2,1,0,0,4,0,0,42,0.64,0.07,0.71,4.26,12,3,5,4,52.2,20.1,62.0,13.4,747,756,58564,18392,,,,,,
269,184349,Sessegnon,Ryan,Sessegnon,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.4,0.7,1.0,0.7,0.7,0.2,0.4,2,0,0,False,39,0,0,0,0,1,0,0,10,0.05,0.12,0.17,1.80,2,1,2,1,15.2,11.5,27.0,5.4,30,187,1876,8044,,,,,,
270,153366,Reed,Harrison,Reed,10,54,Fulham,FUL,Midfielder,4.5,0.0,0.0,a,,,,,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,434,852,14091,34431,,,,,,
271,244042,Muniz,Rodrigo,Muniz Carvalho,10,54,Fulham,FUL,Forward,5.5,0.0,0.0,a,,,,,0.5,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,8,0,0,0,0,0,0,0,6,0.02,0.00,0.02,0.03,1,1,0,0,6.0,11.5,7.0,2.5,234,456,7455,18674,,,,,,
272,631786,Kusi-Asare,Jonah,Kusi-Asare,10,54,Fulham,FUL,Forward,4.5,0.0,0.0,a,,,,,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3483,4565,87757,120787,,,,,,
569,551466,Gonzalo,Gonzalo,García,10,54,Fulham,FUL,Forward,6.0,0.0,0.0,a,,,,,4.6,2.7,4.0,2.7,2.7,0.4,1.3,8,0,0,False,180,2,1,0,0,4,0,0,35,1.00,0.02,1.02,4.26,6,2,3,1,42.8,7.1,64.0,11.4,3396,5320,284225,101712,1,,,,,
570,571779,Palacios,César,Palacios,10,54,Fulham,FUL,Midfielder,5.5,0.0,0.0,a,,,,,0.2,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,147,2,0,0,0,4,0,0,16,0.18,0.01,0.19,3.83,13,3,8,2,5.8,8.6,11.0,2.5,31,162,1953,5302,,,,,,
580,463210,Charles,Shea,Charles,10,54,Fulham,FUL,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,45,0,0,0,0,1,0,0,7,0.09,0.03,0.12,1.80,5,1,3,1,4.0,4.1,6.0,1.4,30,57,723,2109,,,,,,
610,547686,De Fougerolles,Luc,De Fougerolles,10,54,Fulham,FUL,Defender,4.0,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-28T11:30:08.336405Z,75,75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,53,97,5325,2410,,,,,,
626,616069,Zepa,Macauley,Zepa,10,54,Fulham,FUL,Midfielder,4.5,0.0,0.0,a,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1932,467,23942,5298,,,,,,
635,551050,Larsson,Hugo,Larsson,10,54,Fulham,FUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,42,6,330,33,,,,,,
636,500033,Ángel,Manuel Ángel,Morán Ibáñez,10,54,Fulham,FUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,8,2,128,16,,,,,,
650,442299,Affengruber,David,Affengruber,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,33,7,237,34,,,,,,
240,490094,Iroegbunam,Tim,Iroegbunam,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,2026-08-15T20:00:06.878792Z,100,100,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,4,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,34,13,364,548,,,,,,
273,167825,Phillips,Dillon,Phillips,11,88,Hull City,HUL,Goalkeeper,4.0,0.0,0.0,a,,,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,766,473,13199,18807,,,,,,
274,105666,Butland,Jack,Butland,11,88,Hull City,HUL,Goalkeeper,4.5,0.0,0.0,i,Arm injury - Unknown return date,2026-08-08T19:00:05.601633Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,8,85,298,3290,,,,,,
275,494950,Cartwright,Harvey,Cartwright,11,88,Hull City,HUL,Goalkeeper,4.0,0.0,0.0,u,Has joined Grimsby Town on loan for the rest of the season,2026-07-29T13:00:27.959925Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,203,,,,,,
276,444307,Lo-Tutala,Thimothée,Lo-Tutala,11,88,Hull City,HUL,Goalkeeper,4.0,0.0,0.0,u,Has joined Colchester United on loan for the rest of the season,2026-08-17T13:50:27.125537Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,19,0,674,,,,,,
277,108416,Egan,John,Egan,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,5.2,5.7,8.5,5.7,5.7,1.4,4.2,17,0,0,False,180,2,0,0,2,0,0,1,52,0.00,0.00,0.00,3.12,34,32,4,2,67.2,0.5,2.0,7.0,25778,2673,404421,71546,,,,,,
278,501902,Hughes,Charlie,Hughes,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,i,Groin injury - Unknown return date,2026-08-02T09:00:11.030017Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,79,246,4219,,,,,,
279,146426,Ajayi,Semi,Ajayi,11,88,Hull City,HUL,Defender,4.1,0.0,0.1,a,,2026-08-22T17:30:07.668197Z,100,100,9.5,6.7,10.0,6.7,6.7,1.6,4.9,20,0,1,True,153,2,1,0,2,0,0,2,63,0.52,0.00,0.52,2.15,14,12,8,2,59.8,1.0,35.0,9.5,23439,2995,734765,87837,,,,,,
280,193278,Coyle,Lewie,Coyle,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-29T16:30:08.151841Z,75,75,0.5,2.0,3.0,1.5,1.5,0.5,1.5,6,0,0,False,114,2,0,0,1,0,0,0,25,0.00,0.01,0.01,2.25,6,5,4,1,10.4,11.6,0.0,2.2,39,418,4194,15685,,,,,,
281,433590,Drameh,Cody,Drameh,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,u,Has joined Genoa permanently,2026-09-02T16:09:06.479140Z,0,0,0.1,0.7,1.0,0.0,0.0,0.2,0.5,2,0,0,False,65,0,0,0,0,0,0,0,8,0.05,0.00,0.05,0.87,6,5,4,1,6.4,0.4,1.0,0.8,0,238,2118,2324,,,,,,
282,232351,Giles,Ryan,Giles,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,1.1,4.0,6.0,4.0,4.0,1.0,3.0,12,0,0,False,174,2,0,0,2,0,0,0,45,0.02,0.14,0.16,3.05,8,6,5,2,23.4,33.8,6.0,6.4,1229,378,40933,12912,,,,,,
283,449428,Jacob,Matty,Jacob,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,u,Has joined Newport County on loan until January,2026-08-02T09:00:11.038361Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,11,114,449,,,,,,
284,661800,McCarthy,Cathal,McCarthy,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,102,60,2284,2231,,,,,,
285,160817,McNair,Paddy,McNair,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,26,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.96,2,2,1,0,4.2,0.0,0.0,0.4,58,60,1712,2249,,,,,,
286,540324,Belloumi,Mohamed,Belloumi,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.8,3.0,4.5,3.0,3.0,0.6,1.8,9,0,0,False,172,2,0,1,2,0,0,0,31,0.17,0.05,0.22,2.94,20,6,8,6,33.8,14.3,18.0,6.6,906,434,41358,14904,,,,,,
287,232905,Millar,Liam,Millar,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,u,Has joined Birmingham on loan for the rest of the season,2026-09-02T15:36:41.038103Z,0,0,0.1,2.0,3.0,0.0,0.0,0.4,1.2,6,0,0,False,50,0,1,0,0,0,0,0,26,0.58,0.00,0.58,0.87,4,2,1,1,36.0,1.1,15.0,5.2,0,419,3178,4139,,,,,,
288,171270,Dowell,Kieran,Dowell,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,a,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,332,226,7815,10416,,,,,,
289,101282,Crooks,Matt,Crooks,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,d,Thigh injury - 75% chance of playing,2026-08-29T15:00:08.569326Z,75,75,0.6,0.7,2.0,0.5,0.5,0.2,0.4,2,0,0,False,90,1,0,0,1,0,0,0,9,0.00,0.00,0.00,1.83,9,4,1,4,19.0,2.4,0.0,2.1,101,731,13127,21671,,,,,,
290,243413,Slater,Regan,Slater,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,a,,,,,4.8,2.7,4.0,2.7,2.7,0.6,1.8,8,0,0,False,180,2,0,1,2,0,0,0,26,0.00,0.45,0.45,3.12,13,2,6,5,28.2,22.1,2.0,5.3,9912,4180,259851,92796,,,,,,
291,465525,Matazo,Eliot,Matazo,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,7,12,174,244,,,,,,
292,208481,Ömür,Abdülkadir,Ömür,11,88,Hull City,HUL,Midfielder,4.9,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,36,22,568,863,,,,,,
293,490161,Kamara,Abu,Kamara,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,u,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,300,,,,,,
294,553783,Zambrano,Óscar,Zambrano,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,i,Thigh injury - Unknown return date,2026-08-04T18:30:11.016909Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,35,74,1171,4131,,,,,,
295,169432,McBurnie,Oli,McBurnie,11,88,Hull City,HUL,Forward,5.5,0.0,0.0,a,,,,,2.1,2.0,3.0,2.0,2.0,0.4,1.1,6,0,0,False,180,2,0,1,2,0,0,0,28,0.16,0.02,0.18,3.12,9,3,6,0,18.0,34.4,60.0,11.2,1534,3115,124807,69056,1,,,,,
296,213292,Akintola,David,Akintola,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,72,54,2254,2329,,,,,,
297,470294,Gyabi,Darko,Gyabi,11,88,Hull City,HUL,Midfielder,4.5,0.0,0.0,i,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,12,21,217,990,,,,,,
298,500957,Destan,Enis,Destan,11,88,Hull City,HUL,Forward,4.5,0.0,0.0,u,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,339,0,14779,,,,,,
299,534392,Burstow,Mason,Burstow,11,88,Hull City,HUL,Forward,4.5,0.0,0.0,u,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,55,0,2043,,,,,,
340,462635,Gelhardt,Joe,Gelhardt,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,2026-08-17T21:30:07.799839Z,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,27,13,171,524,,,,,,
556,169359,Targett,Matt,Targett,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,2.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,5,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0,0,1,0,0.4,0.0,0.0,0.0,443,820,16255,39374,,,,,,
563,445028,Morita,Hidemasa,Morita,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,2026-08-15T16:00:07.961518Z,100,100,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,45,1,0,0,0,0,0,0,6,0.00,0.00,0.00,1.09,3,2,1,0,11.0,13.4,0.0,2.4,23,9,562,654,,,,,,
572,473284,Tzolakis,Konstantinos,Tzolakis,11,88,Hull City,HUL,Goalkeeper,4.6,0.0,0.1,a,,,,,7.9,6.7,10.0,6.7,6.7,1.5,4.3,20,0,2,True,180,2,0,0,2,0,8,6,73,0.00,0.00,0.00,3.12,0,0,33,0,60.8,0.0,0.0,6.1,13114,2551,482866,75839,,,,,,
574,552946,Hjertø-Dahl,Jens,Hjertø-Dahl,11,88,Hull City,HUL,Midfielder,4.9,-0.1,-0.1,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,23,65,651,2494,,,,,,
576,608227,Stroud,Elliot,Stroud,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.1,1.0,1.5,1.0,1.0,0.2,0.6,3,0,0,False,128,2,0,0,1,0,0,0,9,0.01,0.04,0.05,2.25,13,3,7,3,8.4,9.1,7.0,2.2,35,65,2235,2348,,,,,,
585,597462,Herrington,Lucas,Herrington,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,0.6,0.7,1.0,0.7,0.7,0.2,0.5,2,0,0,False,57,0,0,0,0,0,0,0,7,0.00,0.00,0.00,1.16,5,5,0,0,11.0,0.2,0.0,1.1,174,203,6379,8904,,,,,,
586,606930,Mendy,Nobel,Mendy,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,2026-08-22T17:30:08.045208Z,100,100,5.5,5.3,8.0,5.3,5.3,1.3,4.0,16,0,1,False,121,2,1,0,1,0,0,1,44,0.29,0.00,0.29,1.95,22,20,4,2,79.4,0.6,40.0,12.0,7536,2629,353914,90852,,,,,,
589,469266,Gourna-Douath,Lucas,Gourna-Douath,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,45,0,0,0,0,0,0,0,6,0.00,0.01,0.01,0.20,6,1,2,3,12.8,0.9,0.0,1.4,7,14,355,674,,,,,,
617,490884,Cho,Mohamed-Ali,Cho,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.5,1.0,0.5,0.5,0.1,0.2,1,0,0,False,7,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.18,0,0,0,0,0.4,0.3,0.0,0.1,35,12,731,203,,,,,,
632,626751,Ansah,Ilyas,Ansah,11,88,Hull City,HUL,Forward,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,467,57,2689,267,,,,,,
637,631000,Vaz,Robinio,Vaz,11,88,Hull City,HUL,Forward,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,275,45,1882,247,,,,,,
638,496181,Norton-Cuffy,Brooke,Norton-Cuffy,11,88,Hull City,HUL,Defender,4.0,0.0,0.0,a,,,,,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1390,174,7844,947,,,,,,
642,243951,Thomas,Sorba,Thomas,11,88,Hull City,HUL,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,76,12,522,70,,,,,,
645,647839,Mouzakitis,Christos,Mouzakitis,11,88,Hull City,HUL,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,38,3,248,27,,,,,,
259,219924,Diop,Issa,Diop,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,15.5,2.3,2.3,2.3,2.3,0.6,1.8,7,3,0,False,270,3,0,0,0,8,0,0,24,0.00,0.02,0.02,6.12,28,25,12,3,48.0,1.1,2.0,5.1,3004,8533,73031,204607,,,,,,
267,212314,Lukić,Saša,Lukić,12,40,Ipswich Town,IPS,Midfielder,5.0,0.0,0.0,a,,,,,0.1,2.7,2.7,2.7,2.7,0.5,1.6,8,2,0,False,252,3,0,1,0,7,0,0,46,0.02,0.06,0.08,5.26,21,10,6,5,40.8,26.7,4.0,7.1,85,108,2072,3259,,,,,,
300,108813,Walton,Christian,Walton,12,40,Ipswich Town,IPS,Goalkeeper,4.5,0.0,0.0,a,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,34,224,593,9260,,,,,,
301,112520,Palmer,Alex,Palmer,12,40,Ipswich Town,IPS,Goalkeeper,4.0,0.0,0.0,a,,,,,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2287,1805,39653,50020,,,,,,
302,50093,Button,David,Button,12,40,Ipswich Town,IPS,Goalkeeper,4.0,0.0,0.0,a,,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,890,182,10446,5882,,,,,,
303,183015,Kipré,Cédric,Kipré,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,52,305,1016,10676,,,,,,
304,216616,O'Shea,Dara,O'Shea,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,3.2,2.3,2.3,2.3,2.3,0.6,1.8,7,3,0,False,270,3,0,0,0,8,0,0,7,0.07,0.18,0.25,6.12,30,25,11,5,48.0,25.3,11.0,8.4,1123,2738,38934,53915,,,,,,
305,455084,Davis,Leif,Davis,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,5.2,3.0,3.0,3.0,3.0,0.8,2.2,9,1,0,False,270,3,1,0,0,8,0,0,15,0.65,0.25,0.90,6.12,17,15,8,2,62.2,17.0,50.0,13.0,4600,4198,74795,65444,,,,,,
306,449429,Greaves,Jacob,Greaves,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,1.3,0.7,0.7,0.7,0.7,0.2,0.5,2,1,0,False,270,3,0,0,0,8,0,0,5,0.00,0.05,0.05,6.12,24,19,8,5,34.8,2.6,0.0,3.8,203,493,4517,17877,,,,,,
307,222018,Johnson,Ben,Johnson,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,u,Has joined Stoke City on loan for the rest of the season,2026-09-04T12:36:56.236331Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,324,1137,2714,,,,,,
308,176420,Furlong,Darnell,Furlong,12,40,Ipswich Town,IPS,Defender,4.0,0.0,0.0,a,,,,,0.5,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,17,0,0,0,0,1,0,0,-1,0.00,0.00,0.00,0.86,3,2,0,1,5.0,0.5,0.0,0.6,34,239,915,9203,,,,,,
309,501390,Núñez,Marcelino,Núñez,12,40,Ipswich Town,IPS,Midfielder,5.0,0.0,0.0,a,,,,,0.1,2.0,3.0,2.0,2.0,0.4,1.2,6,0,0,False,140,2,0,0,0,4,0,0,32,0.03,0.05,0.08,3.48,21,8,10,3,24.6,19.4,6.0,5.0,40,171,2343,3549,,,,,,
310,241117,Matusiwa,Azor,Matusiwa,12,40,Ipswich Town,IPS,Midfielder,5.0,0.0,0.0,i,Muscular injury - Unknown return date,2026-07-29T18:00:10.305484Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3,2,23,181,,,,,,
311,149929,Burns,Wes,Burns,12,40,Ipswich Town,IPS,Midfielder,5.0,0.0,0.0,u,Has joined Leicester City permanently,2026-08-10T14:02:47.597478Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,288,,,,,,
312,231899,Taylor,Jack,Taylor,12,40,Ipswich Town,IPS,Midfielder,4.5,0.0,0.0,i,Knee injury - Unknown return date,2026-07-29T18:00:10.319370Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,21,56,322,1634,,,,,,
313,443261,Clarke,Jack,Clarke,12,40,Ipswich Town,IPS,Midfielder,5.5,0.0,0.0,a,,,,,0.2,2.7,4.0,2.7,2.7,0.5,1.5,8,1,0,False,43,0,1,0,0,0,0,1,30,0.15,0.02,0.17,0.09,4,1,2,1,33.6,0.6,18.0,5.2,70,355,4439,8524,1,,,,,
